,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
821,31735060482951,"""Spring Offensive To End The War"" Flyer Washington D.C.,",,,,University of Pittsburgh,12,55,text,archival document
822,31735061658401,"""Jews in Action""",,,,University of Pittsburgh,3,123,text,archival document
823,31735051655227,"""The Young People's Socialist League"" Flyer,",,1971,,University of Pittsburgh,14,64,text,archival document
824,31735061659060,"""You've Got a Right"", Defending Democracy, By Sasha Small,",,1938,,University of Pittsburgh,3,155,text,archival document
825,31735047450816,"""Sing!"" UE Seventh Convention Songbook",,,,University of Pittsburgh,37,83,text,archival document
826,31735047448992,American Working Class History Project Pamphlet,,,,University of Pittsburgh,37,165,text,archival document
827,31735061656777,"Southern California Peace Crusade, ""Peace with Jobs!"",",,1953,,University of Pittsburgh,1,151,text,archival document
828,31735065150298,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1957-04,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
829,31735061655829,"Negro Representation Now!, by Elaine Ross",,,,University of Pittsburgh,1,51,text,archival document
830,31735066228689,"""Public Ownership Here and Abroad"", By Harry W. Laidler,",,1931,,University of Pittsburgh,10,64,text,archival document
831,31735061657171,Note of Resignation to the Belamy Club from Edith Rickard,,,,University of Pittsburgh,2,16,text,archival document
832,31735067911531,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-05-18,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
833,31735061539627,"The Revolt on the Armoured Cruiser ""Potemkin,"" by A. Kanatchikov",,,,University of Pittsburgh,7,32,text,archival document
834,31735061659169,"""Draft Main Political Resolution"", An Assessment and a Production,",,1969-01,,University of Pittsburgh,4,38,text,archival document
835,31735061657643,"Horizons of the Future, For a Socialist America, by Elizabeth Gurley Flynn,",,1959-12,,University of Pittsburgh,2,144,text,archival document
836,31735061539114,"""The Fate of Trade Unions Under Fascism"", By Francis J. Gorman, Alfons Goldschmidt, and Gaetano Salvemini,",,1937-04,,University of Pittsburgh,7,56,text,archival document
837,31735061658492,"""Poverty 'Midst Riches, Why We Demand Unemployment Insurance""",,,,University of Pittsburgh,3,71,text,archival document
838,31735066228713,"Issues #2, #4 and #5 of Critics Group Dialectics Stories",,,,University of Pittsburgh,10,15,text,archival document
839,31735067913305,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1966-01,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
840,31735065150165,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1960-09,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
841,31735070057405,"Political action; Political action (Milwaukee, Wis.)",,,1912-04-20,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
842,31735061656223,"National Defense, by John Franklin,",,1936-04,,University of Pittsburgh,1,153,text,archival document
843,31735061586974,"Punchin' Out with the Mill Hunk Herald,",,1984-09,,University of Pittsburgh,6,80,text,archival document
844,31735047449156,"""Rising Textbook Prices, Rising Capitalist Profits"" Flyer,",,2012/2015,,University of Pittsburgh,38,7,text,archival document
845,31735047451772,AFL-CIO Organizing Institute Flyer,,,,University of Pittsburgh,38,21,text,archival document
846,31735065150405,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1954-02-01,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
847,31735068353246,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1961-04,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
848,31735065151064,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1955-03-14,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
849,31735061538272,"Women in Action, By Sasha Small,",,1935-02,,University of Pittsburgh,6,11,text,archival document
850,31735059397046,"""Could Peace Cost So Much?"" Flyer,",,1952,,University of Pittsburgh,10,25,text,archival document
851,31735068354749,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1952-11-03,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
852,31735061586941,"Punchin' Out with the Mill Hunk Herald,",,1982-09,,University of Pittsburgh,6,77,text,archival document
853,31735061539346,"The National Question in the Soviet Union, By M. Chekalin,",,1941-06,,University of Pittsburgh,7,26,text,archival document
854,31735061657411,Fellow Citizens: Our husbands are in prison!...,,,,University of Pittsburgh,2,22,text,archival document
855,31735067913156,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1965-09,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
856,31735061657676,"The Crime of El Fanguito An Open Letter to President Truman on Puerto Rico, by William Z. Foster,",,1948-04,,University of Pittsburgh,2,135,text,archival document
857,31735061659409,"""Shall the Communist Party Change Its Name?"",",,1944-02,,University of Pittsburgh,4,31,text,archival document
858,31735070057298,"Political action; Political action (Milwaukee, Wis.)",,,1911-12-09,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
859,31735061542290,"""Hiroshima Resolution"" Research,",,1962-07,,University of Pittsburgh,11,185,text,archival document
860,31735061538942,"Toward a Land of Plenty, By A.I. Mikoyan,",,1936,,University of Pittsburgh,6,93,text,archival document
861,31735061660027,"""The Meaning of the XXth Congress of the Communist Party of the Soviet Union"", Report to the National Committee of the Communist Party, U.S.A., By Max Weiss,",,1956,,University of Pittsburgh,3,17,text,archival document
862,31735068354640,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1951-08-13,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
863,31735061658435,"""The American Way to Jobs, Peace, Democracy"",",,1954-05,,University of Pittsburgh,3,107,text,archival document
864,31735061658161,"""The American Holiday, May Day 1939"", By Jane Filley,",,1939-04,,University of Pittsburgh,3,115,text,archival document
865,31735061542530,"""Walk For Peace 'Peace Saturday' Flyer",,,,University of Pittsburgh,11,192,text,archival document
866,31735065150058,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1960-04,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
867,31735061656926,An Open Letter to the American People,,,,University of Pittsburgh,2,68,text,archival document
868,31735061537316,"Inter-Protest Fighting in Front of City Hall,",,1934-04-05,,University of Pittsburgh,4,155,still image,archival document
869,31735061659441,"""How Wall Street Picks Your Pocket"", By George Morris,",,1946-10,,University of Pittsburgh,4,125,text,archival document
870,31735061655738,"""Hot Thang---Bar-B-Q"" Flyer,",,1972,,University of Pittsburgh,1,27,text,archival document
871,31735061658021,"The Smith ...McCarran...Taft-Hartley Conspiracy to Strangle Labor, by George Morris,",,1951-10,,University of Pittsburgh,2,104,text,archival document
872,31735068353394,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1952-12-29,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
873,31735047450469,"Local 2599 Informer Vol. 5 No. 3,",,1981-03,,University of Pittsburgh,37,39,text,archival document
874,31735061586909,"Punchin' Out with the Mill Hunk Herald,",,1981-03,,University of Pittsburgh,6,73,text,archival document
875,31735066205240,"""Defend Dissent! Defeat the Racists and Warmakers! Support Dubois! Stop SACB Hearings!""",,,,University of Pittsburgh,4,126,text,archival document
876,31735061540245,"""Exploring Nonviolent Action"", A Guide to Research, By George Lakey,",,1970-04,,University of Pittsburgh,8,27,text,archival document
877,31735061658575,San Francisco Conference Pamphlet,,,,University of Pittsburgh,3,68,text,archival document
878,31735065150082,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1959-12,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
879,31735068354566,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1591-12-17,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
880,31735059397269,"The Sewer, V.1, N.1,",,1967-05-03,,University of Pittsburgh,7,136,text,archival document
881,31735051654956,"""Resistance At Penn"" Flyer,",,1967-04-11,,University of Pittsburgh,14,32,text,archival document
882,31735061658781,"""For a New Youth Organization Dedicated to Education in the Spirit of Socialism!"", by Leon Wofsy",,,,University of Pittsburgh,4,4,text,archival document
883,31735067913271,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1966-04,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
884,31735061657551,"Peace or War, The People against the Warmakers!, by Eugene Dennis,",,1946-05,,University of Pittsburgh,2,138,text,archival document
885,31735051655862,"""Balls The Ungarbled Word"",",,1968,,University of Pittsburgh,14,31,text,archival document
886,31735061656603,A Christian Approach to Nuclear War,,,,University of Pittsburgh,1,191,text,archival document
887,31735047450253,"""One Step Leads to Another..."" Booklet",,,,University of Pittsburgh,37,8,text,archival document
888,31735068354608,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1951-10-22,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
889,31735058194303,"We Want Drastic Revision or Outright Repeal of the Racist & Discriminatory Walter-McCarran Law By the 85th Congress!,",,1957-04-06,,University of Pittsburgh,2,128,text,archival document
890,31735067911622,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-01-12,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
891,31735047451632,"Monthly Review Press,",,2000-12,,University of Pittsburgh,38,3,text,archival document
892,31735061657262,Patriotism against McCarthyism,,,,University of Pittsburgh,2,31,text,archival document
893,31735066228333,"Women & The Cuban Revolution, Speeches by Fidel Castro, Articles by Linda Jenness",,,,University of Pittsburgh,5,94,text,archival document
894,196504.1.2.005,Atlantic City Convention June 1924,,1924,,University of Pittsburgh,,2,text,archival document
895,31735047449016,"Important Actions of UE's 13th International Convention,",,1948,,University of Pittsburgh,37,5,text,archival document
896,196504.1.2.004,A.A.R. Coupler & Draft Gear Committee and Manufacturers Joint Exhibit,,,,University of Pittsburgh,,2,text,archival document
897,31735059397384,"Christmas Entertainment Newsletter,",,1896-12-27,,University of Pittsburgh,10,60,text,archival document
898,31735061539379,"Grasp the Weapon of Culture!, By V.J. Jerome,",,1951,,University of Pittsburgh,7,12,text,archival document
899,31735061539940,"""The Human Rights Party, Ann Arbor City Council Record"" Pamphlet",,,,University of Pittsburgh,7,111,text,archival document
900,31735061544569,"New York Regional Newsletter - Easter Edition,",,1964-03-15,,University of Pittsburgh,11,175,text,archival document
901,31735059397079,"Draft Platform Progressive Party of North Carolina,",,1948-04-25,,University of Pittsburgh,10,22,text,archival document
902,31735061540054,"""The Truth About Anti-Semitism in the Soviet Union"", By Tom O'Connor",,,,University of Pittsburgh,7,95,text,archival document
903,31735061657924,"What is Socialism?, by Ernst Fischer",,,,University of Pittsburgh,2,154,text,archival document
904,31735061587014,"Punchin' Out with the Mill Hunk Herald,",,1987-06,,University of Pittsburgh,6,84,text,archival document
905,31735061658765,"""Resolution on the Path to Native American Indian Liberation,",,1979-12,,University of Pittsburgh,3,132,text,archival document
906,31735047450915,"""Workers Need a Wage Increase"" Pamphlet",,,,University of Pittsburgh,37,94,text,archival document
907,31735047450584,Pennsylvania Labor History Society Notes Vol. 8 No. 1,,,,University of Pittsburgh,37,55,text,archival document
908,31735061539270,Assorted American Congress/League for Peace and Democracy Documents,,,,University of Pittsburgh,7,52,text,archival document
909,31735068354582,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1951-11-19,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
910,31735067913206,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1966-11,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
911,31735065150066,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1960-03,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
912,31735058193917,"Alternative, V2. N2,",,1949-10,,University of Pittsburgh,1,127,text,archival document
913,31735061655647,"Negro Representation- A Step Towards Negro Freedom, by Pettis Perry,",,1952-03,,University of Pittsburgh,1,78,text,archival document
914,31735061656918,"""Remove the Dagger! From the Heart of the Bill of Rights""",,,,University of Pittsburgh,2,65,text,archival document
915,31735061658591,"""The Elections and the Outlook for National Unity"", By Eugene Dennis,",,1944-12,,University of Pittsburgh,3,102,text,archival document
916,31735068354913,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1952-02-25,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
917,31735061544460,"""Radical America"", New York Rent Strike, Analysis and Comments by Activists, By James Weinstein,",,1967-11/1967-12,,University of Pittsburgh,11,128,text,archival document
918,31735061540898,"Hear...Ludwig Renn, Chief of Staff of International Brigades,",,1937,,University of Pittsburgh,10,11,text,archival document
919,31735061538611,"Turning Point in China, By Mao Tse-Tung,",,1948-04,,University of Pittsburgh,6,98,text,archival document
920,31735058194089,"""The Nelson Case: State Sedition Laws are Weapons of Anti-Labor, Anti-Negro, Anti-Semitic Repression"" Leaflet,",,1955-05,,University of Pittsburgh,2,119,text,archival document
921,31735061660019,"""An Open Letter to all the Members of the Communist Party""",,,,University of Pittsburgh,3,14,text,archival document
922,31735061656413,"To the Point...Of Production, An Interview with John Watson",,,,University of Pittsburgh,1,93,text,archival document
923,31735061544353,"""Call to Action for Letters to Kennedy"" Flyer",,,,University of Pittsburgh,11,160,text,archival document
924,31735068354889,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1952-04-21,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
925,31735061657072,"Creeping McCarthyism: Its Threat to Church, School and Press,",,1953,,University of Pittsburgh,2,57,text,archival document
926,31735067911432,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-10-26,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
927,31735058194113,"Equal Justice,",,1941-09,,University of Pittsburgh,4,108,text,archival document
928,31735067911572,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1953-03-23,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
929,31735047449347,"""Join us!"" Worker's Education Local 189,",,1979,,University of Pittsburgh,,139,text,archival document
930,31735061539403,"""Where France Begins"", What I Saw In Algiers, By Frank Pitcairn",,,,University of Pittsburgh,7,73,text,archival document
931,31735059397699,"Drum: What Has Drum Done?,",,1969,,University of Pittsburgh,1,103,text,archival document
932,31735061544213,"""Socialist Party Platform""",,,,University of Pittsburgh,10,111,text,archival document
933,31735068354558,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1951-01-01,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
934,31735061656553,"How to Keep America Out of War, by Kirby Page,",,1939,,University of Pittsburgh,1,168,text,archival document
935,31735061538751,"Red Pen,",,1937-05,,University of Pittsburgh,13,67,text,archival document
936,31735061537910,"""Constitution of the International Labor Defense""",,,,University of Pittsburgh,2,123,text,archival document
937,31735061543686,"""The Cold War and the Russian Bogeyman: A Socialist Analysis""",,,,University of Pittsburgh,10,92,text,archival document
938,31735061658278,"""Is Anybody Pushing You Around?""",,,,University of Pittsburgh,3,114,text,archival document
939,31735061539908,"""Rostow's Stages of Economic Growth through Escalation to Nuclear Destruction"", By Andre Gunder Frank",,,,University of Pittsburgh,7,110,text,archival document
940,31735061540187,"""Genetic Engineering"", Science and Society Series,",,1973-11,,University of Pittsburgh,7,122,text,archival document
941,31735067913347,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1967-06,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
942,31735065151189,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1945-04-12,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
943,31735061657601,"The Meaning of the 9-Party Communist Conference, by William Z. Foster,",,1947-11,,University of Pittsburgh,2,143,text,archival document
944,31735061538934,"The Next Step In Britain, America and Ireland, Speeches and Reports By Gusev, Pollitt, Troy and Pringle",,,,University of Pittsburgh,6,110,text,archival document
945,31735051655003,"General Meeting Campus Anti-Imperialist Coalition Flyer,",,1972-03-01,,University of Pittsburgh,14,35,text,archival document
946,31735061658625,"""Texas Survey"" Pamphlet",,,,University of Pittsburgh,3,94,text,archival document
947,31735061658443,"""The Jewish People and the War"", By Earl Browder,",,1940-05,,University of Pittsburgh,3,124,text,archival document
948,31735061655795,The Story of Discrimination in Government Pamphlet,,,,University of Pittsburgh,1,70,text,archival document
949,31735061657692,The Case of Claude Lightfoot,,,,University of Pittsburgh,2,90,text,archival document
950,31735061544429,Photograph of Students Protesting the Vietnam War,,1965-04-18,,University of Pittsburgh,11,129,text,archival document
951,31735065150249,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1959-07,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
952,31735060481920,Francis Willard on Socialism,,,,University of Pittsburgh,14,4,text,archival document
